feature,route,page,page_file,screen_level,archetype,body_grade,density_score,density_priority,density_reason,shared_component_count,custom_body_count,relaxed_padding_count,loose_gap_count,relaxed_gap_count,large_gap_count,max_width_count,center_count,section_header_count,vit_card_count,source_files
p2p,AppRoutePaths.p2pPaymentMethodAdd,P2PPaymentMethodAddPage,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_add_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,14,12,0,0,0,0,0,0,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_add_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_method_add_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_method_add_page_sections.dart
p2p,AppRoutePaths.p2pPaymentMethodHistory,P2PPaymentMethodHistoryPage,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_history_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,15,3,0,0,0,0,0,0,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_history_page.dart
p2p,'/p2p/payment-method/ownership/:methodId',P2PPaymentMethodOwnershipPage,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_ownership_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,12,6,0,0,0,0,0,0,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_ownership_page.dart
p2p,'/p2p/report/:merchantId',P2PReportMerchantPage,flutter_app/lib/features/p2p/presentation/pages/p2p_report_merchant_page.dart,L2_entityDetail,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,10,5,0,0,0,0,0,0,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_report_merchant_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_report_merchant_reasons_details.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_report_merchant_summary_actions.dart
p2p,AppRoutePaths.p2pReviews,P2PReviewsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart,L2_detail,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,10,9,0,0,0,0,0,0,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart
p2p,AppRoutePaths.p2pComplianceRiskAssessment,P2PRiskAssessmentPage,flutter_app/lib/features/p2p/presentation/pages/p2p_risk_assessment_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,9,7,0,0,0,0,0,1,0,2,flutter_app/lib/features/p2p/presentation/pages/p2p_risk_assessment_page.dart
p2p,AppRoutePaths.p2pLimits,P2PTransactionLimitsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_transaction_limits_page.dart,L2_utilityDetail,detail,A,4,Pass_or_low_signal,custom>13 by 3,13,16,0,0,0,0,0,1,0,3,flutter_app/lib/features/p2p/presentation/pages/p2p_transaction_limits_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_transaction_limits_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_transaction_limits_page_sections.dart
predictions,AppRoutePaths.marketsPredictionsRewards,PredictionsRewardsPage,flutter_app/lib/features/predictions/presentation/pages/predictions_rewards_page.dart,L2_detail,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,9,6,0,0,0,0,0,2,0,2,flutter_app/lib/features/predictions/presentation/pages/predictions_rewards_page.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_arena_common.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_hero_filters.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_table.dart
profile,AppRoutePaths.profileSettings,SettingsPage,flutter_app/lib/features/profile/presentation/pages/settings_page.dart,L2_utilityDetail,detail,A,4,Pass_or_low_signal,no static density signal,14,7,0,0,0,0,0,1,0,4,flutter_app/lib/features/profile/presentation/pages/settings_page.dart;flutter_app/lib/features/profile/presentation/widgets/settings_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/settings_page_sections.dart
support,AppRoutePaths.supportHelp,HelpCenterPage,flutter_app/lib/features/support/presentation/pages/help_center_page.dart,L1_utilityHub,detail,A,4,Pass_or_low_signal,relaxedGap=1,16,8,0,0,1,0,0,1,0,4,flutter_app/lib/features/support/presentation/pages/help_center_page.dart;flutter_app/lib/features/support/presentation/widgets/help_center_hero_actions.dart;flutter_app/lib/features/support/presentation/widgets/help_center_sections.dart
trade,'/trade/copy-provider/:providerId/assessment',PreCopyAssessmentPage,flutter_app/lib/features/trade/presentation/pages/pre_copy_assessment_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,14,6,0,0,0,0,0,0,0,2,flutter_app/lib/features/trade/presentation/pages/pre_copy_assessment_page.dart
wallet,AppRoutePaths.walletAddressBookAdd,AddressAddPage,flutter_app/lib/features/wallet/presentation/pages/address_add_page.dart,L3_transactionFlow,detail,A,4,Pass_or_low_signal,few dense sections/cards=1,8,2,0,0,0,0,0,0,0,1,flutter_app/lib/features/wallet/presentation/pages/address_add_page.dart
wallet,AppRoutePaths.walletBuyCrypto,BuyCryptoPage,flutter_app/lib/features/wallet/presentation/pages/buy_crypto_page.dart,L1_utilityHub,detail,A,4,Pass_or_low_signal,few dense sections/cards=2,11,1,0,0,0,0,0,0,0,2,flutter_app/lib/features/wallet/presentation/pages/buy_crypto_page.dart
wallet,AppRoutePaths.walletMultiManager,WalletMultiManagerPage,flutter_app/lib/features/wallet/presentation/pages/wallet_multi_manager_page.dart,L2_detail,detail,A,4,Pass_or_low_signal,few dense sections/cards=1,8,1,0,0,0,0,0,0,0,1,flutter_app/lib/features/wallet/presentation/pages/wallet_multi_manager_page.dart
wallet,AppRoutePaths.walletTokenApproval,WalletTokenApprovalPage,flutter_app/lib/features/wallet/presentation/pages/wallet_token_approval_page.dart,L2_detail,detail,A,4,Pass_or_low_signal,few dense sections/cards=1,10,0,0,0,0,0,0,0,0,1,flutter_app/lib/features/wallet/presentation/pages/wallet_token_approval_page.dart
arena,AppRoutePaths.arenaStudioSmartRules,ArenaSmartRuleBuilderPage,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,no static density signal,74,33,0,0,0,0,0,1,0,13,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page_part_03.dart
arena,AppRoutePaths.arenaMy,MyArenaPage,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,no static density signal,22,20,0,0,0,0,0,0,0,9,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_03.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_04.dart
arena,AppRoutePaths.profileArena,MyArenaPage,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,no static density signal,22,20,0,0,0,0,0,0,0,9,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_03.dart;flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_04.dart
cross_module,AppRoutePaths.crossModuleAnalytics,CrossModuleAnalytics,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics.dart,L1_utilityHub,detail,A,3,Pass_or_low_signal,custom>19 by 3,19,22,0,0,0,0,0,0,0,7,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics.dart;flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart;flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart;flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart;flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart
earn,AppRoutePaths.earnStakingRiskDisclosure,StakingRiskDisclosurePage,flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart,L2_utilityDetail,detail,A,3,Pass_or_low_signal,no static density signal,20,20,0,0,0,0,0,0,0,6,flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_disclosure_assessment_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_disclosure_categories.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_disclosure_overview.dart
earn,AppRoutePaths.earnStakingWithdrawalPolicy,StakingWithdrawalPolicyPage,flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page.dart,L3_transactionFlow,detail,A,3,Pass_or_low_signal,no static density signal,37,35,0,0,0,0,0,2,0,9,flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page.dart;flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page_part_01.dart;flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page_part_02.dart;flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page_part_03.dart
markets,AppRoutePaths.marketsUnlocks,TokenUnlocksPage,flutter_app/lib/features/markets/presentation/pages/token_unlocks_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,custom>17 by 3,17,20,0,0,0,0,0,1,1,9,flutter_app/lib/features/markets/presentation/pages/token_unlocks_page.dart;flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_01.dart;flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_02.dart;flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_03.dart;flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_04.dart
p2p,AppRoutePaths.p2pE2EInfo,P2PE2EInfoPage,flutter_app/lib/features/p2p/presentation/pages/p2p_e2e_info_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,custom>12 by 3,12,15,0,0,0,0,0,2,0,4,flutter_app/lib/features/p2p/presentation/pages/p2p_e2e_info_page.dart
profile,AppRoutePaths.profileSubAccounts,SubAccountPage,flutter_app/lib/features/profile/presentation/pages/sub_account_page.dart,L2_detail,detail,A,3,Pass_or_low_signal,custom>17 by 1,17,18,0,0,0,0,0,0,1,4,flutter_app/lib/features/profile/presentation/pages/sub_account_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_card_details.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_cards.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_create.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_formatters.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_primitives.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_summary.dart
wallet,'${AppRoutePaths.walletDeposit}/:asset',DepositPage,flutter_app/lib/features/wallet/presentation/pages/deposit_page.dart,L3_transactionFlow,detail,A,3,Pass_or_low_signal,custom>18 by 3,18,21,0,0,0,0,0,0,0,6,flutter_app/lib/features/wallet/presentation/pages/deposit_page.dart;flutter_app/lib/features/wallet/presentation/widgets/deposit_page_common.dart;flutter_app/lib/features/wallet/presentation/widgets/deposit_page_sections.dart
wallet,AppRoutePaths.walletDeposit,DepositPage,flutter_app/lib/features/wallet/presentation/pages/deposit_page.dart,L3_transactionFlow,detail,A,3,Pass_or_low_signal,custom>18 by 3,18,21,0,0,0,0,0,0,0,6,flutter_app/lib/features/wallet/presentation/pages/deposit_page.dart;flutter_app/lib/features/wallet/presentation/widgets/deposit_page_common.dart;flutter_app/lib/features/wallet/presentation/widgets/deposit_page_sections.dart
arena,AppRoutePaths.arenaGuide,ArenaGuidePage,flutter_app/lib/features/arena/presentation/pages/arena_guide_page.dart,L2_utilityDetail,detail,A,2,Pass_or_low_signal,no static density signal,27,14,0,0,0,0,0,9,0,10,flutter_app/lib/features/arena/presentation/pages/arena_guide_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_03.dart
arena,'/arena/join/:challengeId',ArenaJoinPage,flutter_app/lib/features/arena/presentation/pages/arena_join_page.dart,L2_entityDetail,detail,A,2,Pass_or_low_signal,no static density signal,11,11,0,0,0,0,1,3,0,6,flutter_app/lib/features/arena/presentation/pages/arena_join_page.dart;flutter_app/lib/features/arena/presentation/widgets/arena_join_page_common.dart;flutter_app/lib/features/arena/presentation/widgets/arena_join_page_sections.dart
arena,AppRoutePaths.arenaStudioPresets,ArenaUniversalPresetLibraryPage,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page.dart,L2_detail,detail,A,2,Pass_or_low_signal,no static density signal,46,32,0,0,0,0,2,1,0,20,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_03.dart
discovery,AppRoutePaths.topics,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,L1_utilityHub,detail,A,2,Pass_or_low_signal,custom>17 by 1,17,18,0,0,0,0,0,5,0,6,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart
discovery,AppRoutePaths.topicCrypto,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,L1_utilityHub,detail,A,2,Pass_or_low_signal,custom>17 by 1,17,18,0,0,0,0,0,5,0,6,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart
p2p,'/p2p/ad/:adId',P2PAdDetailPage,flutter_app/lib/features/p2p/presentation/pages/p2p_ad_detail_page.dart,L3_transactionFlow,detail,A,2,Pass_or_low_signal,no static density signal,15,14,0,0,0,0,0,1,0,6,flutter_app/lib/features/p2p/presentation/pages/p2p_ad_detail_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_amount_terms.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_merchant_info.dart
p2p,'/p2p/order/cancel/:orderId',P2POrderCancelPage,flutter_app/lib/features/p2p/presentation/pages/p2p_order_cancel_page.dart,L2_entityDetail,detail,A,2,Pass_or_low_signal,no static density signal,15,5,0,0,0,0,1,0,0,3,flutter_app/lib/features/p2p/presentation/pages/p2p_order_cancel_page.dart
profile,AppRoutePaths.profileActivity,ActivityLogPage,flutter_app/lib/features/profile/presentation/pages/activity_log_page.dart,L2_detail,detail,A,2,Pass_or_low_signal,custom>9 by 1,9,10,0,0,0,0,0,1,0,4,flutter_app/lib/features/profile/presentation/pages/activity_log_page.dart;flutter_app/lib/features/profile/presentation/widgets/activity_log_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/activity_log_page_sections.dart
profile,AppRoutePaths.settingsSecurity,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_utilityDetail,detail,A,2,Pass_or_low_signal,no static density signal,12,11,0,0,0,0,0,0,0,5,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart
profile,AppRoutePaths.settingsSecurityBiometric,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_utilityDetail,detail,A,2,Pass_or_low_signal,no static density signal,12,11,0,0,0,0,0,0,0,5,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart
